Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The impact of high-intensity interval training on the cTnT response to acute exercise in sedentary obese young women.","/pubmed/30474147","Nie J, Zhang H, He Y, Cao W, Liu Y, Kong Z, George K.","Scand J Med Sci Sports. 2019 Feb;29(2):160-170. doi: 10.1111/sms.13344. Epub 2018 Dec 26.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30474147","pubmed","30474147","create date:2018/11/27 | first author:Nie J",
"Aerobic fitness thresholds to define poor cardiometabolic health in children and youth.","/pubmed/30375665","Aadland E, Anderssen SA, Andersen LB, Resaland GK, Kolle E, Steene-Johannessen J.","Scand J Med Sci Sports. 2019 Feb;29(2):240-250. doi: 10.1111/sms.13330. Epub 2018 Nov 20.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30375665","pubmed","30375665","create date:2018/10/31 | first author:Aadland E",
"Impairment of left atrial mechanics does not contribute to the reduction in stroke volume after active ascent to 4559 m.","/pubmed/30372563","Sareban M, Perz T, Macholz F, Reich B, Schmidt P, Fried S, Mairbäurl H, Berger MM, Niebauer J.","Scand J Med Sci Sports. 2019 Feb;29(2):223-231. doi: 10.1111/sms.13325. Epub 2018 Nov 8.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30372563","pubmed","30372563","create date:2018/10/30 | first author:Sareban M",
"Decline in cardiorespiratory fitness in the Swedish working force between 1995 and 2017.","/pubmed/30351472","Ekblom-Bak E, Ekblom Ö, Andersson G, Wallin P, Söderling J, Hemmingsson E, Ekblom B.","Scand J Med Sci Sports. 2019 Feb;29(2):232-239. doi: 10.1111/sms.13328. Epub 2018 Nov 15.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30351472","pubmed","30351472","create date:2018/10/24 | first author:Ekblom-Bak E",
"Block periodization of strength and endurance training is superior to traditional periodization in ice hockey players.","/pubmed/30350896","Rønnestad BR, Øfsteng SJ, Ellefsen S.","Scand J Med Sci Sports. 2019 Feb;29(2):180-188. doi: 10.1111/sms.13326. Epub 2018 Nov 8.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30350896","pubmed","30350896","create date:2018/10/24 | first author:Rønnestad BR",
"Association between breaks in sitting time and adiposity in Australian toddlers: Results from the GET-UP! study.","/pubmed/30350893","Sousa-Sá E, Pereira JR, Zhang Z, Veldman SLC, Okely AD, Santos R.","Scand J Med Sci Sports. 2019 Feb;29(2):259-265. doi: 10.1111/sms.13327. Epub 2018 Nov 14.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30350893","pubmed","30350893","create date:2018/10/24 | first author:Sousa-Sá E",
"Test-retest variability of VO(2max) using total-capture indirect calorimetry reveals linear relationship of VO(2) and Power.","/pubmed/30341979","Schoffelen PFM, den Hoed M, van Breda E, Plasqui G.","Scand J Med Sci Sports. 2019 Feb;29(2):213-222. doi: 10.1111/sms.13324. Epub 2018 Nov 12.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30341979","pubmed","30341979","create date:2018/10/21 | first author:Schoffelen PFM",
"Facilitators to support the implementation of injury prevention training in youth handball: A concept mapping approach.","/pubmed/30339309","Ageberg E, Bunke S, Lucander K, Nilsen P, Donaldson A.","Scand J Med Sci Sports. 2019 Feb;29(2):275-285. doi: 10.1111/sms.13323. Epub 2018 Nov 8.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30339309","pubmed","30339309","create date:2018/10/20 | first author:Ageberg E",
"Dynamic stretching is not detrimental to neuromechanical and sensorimotor performance of ankle plantarflexors.","/pubmed/30326551","Pamboris GM, Noorkoiv M, Baltzopoulos V, Mohagheghi AA.","Scand J Med Sci Sports. 2019 Feb;29(2):200-212. doi: 10.1111/sms.13321. Epub 2018 Nov 8.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30326551","pubmed","30326551","create date:2018/10/17 | first author:Pamboris GM",
"Neuroplastic changes in anterior cruciate ligament reconstruction patients from neuromechanical decoupling.","/pubmed/30326547","An YW, DiTrani Lobacz A, Lehmann T, Baumeister J, Rose WC, Higginson JS, Rosen J, Swanik CB.","Scand J Med Sci Sports. 2019 Feb;29(2):251-258. doi: 10.1111/sms.13322. Epub 2018 Nov 7.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30326547","pubmed","30326547","create date:2018/10/17 | first author:An YW",
"Toward a better assessment of perceived social influence: The relative role of significant others on young athletes.","/pubmed/30320928","Chan DKC, Keegan RJ, Lee ASY, Yang SX, Zhang L, Rhodes RE, Lonsdale C.","Scand J Med Sci Sports. 2019 Feb;29(2):286-298. doi: 10.1111/sms.13320. Epub 2018 Nov 5.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:30320928","pubmed","30320928","create date:2018/10/16 | first author:Chan DKC",
