Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Primarily hip-borne load carriage does not alter biomechanical risk factors for overuse injuries in soldiers.","/pubmed/30595163","Lenton GK, Saxby DJ, Lloyd DG, Billing D, Higgs J, Doyle TLA.","J Sci Med Sport. 2019 Feb;22(2):158-163. doi: 10.1016/j.jsams.2018.06.013. Epub 2018 Jun 28.","J Sci Med Sport.  2019","PubMed","citation","PMID:30595163","pubmed","30595163","create date:2019/01/01 | first author:Lenton GK",
"Incidence, costs, and temporal trends of sports injury-related hospitalisations in Australian children over a 10-year period: A nationwide population-based cohort study.","/pubmed/30314855","Lystad RP, Curtis K, Browne GJ, Mitchell RJ.","J Sci Med Sport. 2019 Feb;22(2):175-180. doi: 10.1016/j.jsams.2018.07.010. Epub 2018 Aug 4.","J Sci Med Sport.  2019","PubMed","citation","PMID:30314855","pubmed","30314855","create date:2018/10/14 | first author:Lystad RP",
"1.5mile run time and body mass predict 8mile loaded march performance, irrespective of sex.","/pubmed/30249459","Coakley SL, Myers SD, Walker EF, Hale B, Jackson S, Greeves JP, Roberts R, Blacker SD.","J Sci Med Sport. 2019 Feb;22(2):217-221. doi: 10.1016/j.jsams.2018.07.007. Epub 2018 Jul 20.","J Sci Med Sport.  2019","PubMed","citation","PMID:30249459","pubmed","30249459","create date:2018/09/27 | first author:Coakley SL",
"Cytokine responses to repeated, prolonged walking in lean versus overweight/obese individuals.","/pubmed/30172615","Verheggen RJHM, Eijsvogels TMH, Catoire M, Terink R, Ramakers R, Bongers CCWG, Mensink M, Hermus ARMM, Thijssen DHJ, Hopman MTE.","J Sci Med Sport. 2019 Feb;22(2):196-200. doi: 10.1016/j.jsams.2018.07.019. Epub 2018 Jul 31.","J Sci Med Sport.  2019","PubMed","citation","PMID:30172615","pubmed","30172615","create date:2018/09/03 | first author:Verheggen RJHM",
"Establishing a relationship between the effect of caffeine and duration of endurance athletic time trial events: A systematic review and meta-analysis.","/pubmed/30170953","Shen JG, Brooks MB, Cincotta J, Manjourides JD.","J Sci Med Sport. 2019 Feb;22(2):232-238. doi: 10.1016/j.jsams.2018.07.022. Epub 2018 Aug 20.","J Sci Med Sport.  2019","PubMed","citation","PMID:30170953","pubmed","30170953","create date:2018/09/02 | first author:Shen JG",
"Impact of a Georgia elementary school-based intervention on physical activity opportunities: A quasi-experimental study.","/pubmed/30126698","Cheung P, Franks P, Kramer M, Drews-Botsch C, Welsh J, Kay C, Weiss P, Gazmararian J.","J Sci Med Sport. 2019 Feb;22(2):191-195. doi: 10.1016/j.jsams.2018.07.015. Epub 2018 Jul 30.","J Sci Med Sport.  2019","PubMed","citation","PMID:30126698","pubmed","30126698","create date:2018/08/22 | first author:Cheung P",
"Efficacy of depth jumps to elicit a post-activation performance enhancement in junior endurance runners.","/pubmed/30107984","Blagrove RC, Holding KM, Patterson SD, Howatson G, Hayes PR.","J Sci Med Sport. 2019 Feb;22(2):239-244. doi: 10.1016/j.jsams.2018.07.023. Epub 2018 Aug 3.","J Sci Med Sport.  2019","PubMed","citation","PMID:30107984","pubmed","30107984","create date:2018/08/16 | first author:Blagrove RC",
"Association of specific meniscal pathologies and other structural pathologies with self-reported mechanical symptoms: A cross-sectional study of 566 patients undergoing meniscal surgery.","/pubmed/30100169","Pihl K, Turkiewicz A, Englund M, Lohmander LS, Jørgensen U, Nissen N, Schjerning J, Thorlund JB.","J Sci Med Sport. 2019 Feb;22(2):151-157. doi: 10.1016/j.jsams.2018.07.018. Epub 2018 Jul 31.","J Sci Med Sport.  2019","PubMed","citation","PMID:30100169","pubmed","30100169","create date:2018/08/14 | first author:Pihl K",
"Quantification of Achilles and patellar tendon structure on imaging does not enhance ability to predict self-reported symptoms beyond grey-scale ultrasound and previous history.","/pubmed/30098975","Docking SI, Rio E, Cook J, Carey D, Fortington L.","J Sci Med Sport. 2019 Feb;22(2):145-150. doi: 10.1016/j.jsams.2018.07.016. Epub 2018 Jul 27.","J Sci Med Sport.  2019","PubMed","citation","PMID:30098975","pubmed","30098975","create date:2018/08/14 | first author:Docking SI",
"Temporal trends in muscular fitness of English 10-year-olds 1998-2014: An allometric approach.","/pubmed/30098974","Sandercock GRH, Cohen DD.","J Sci Med Sport. 2019 Feb;22(2):201-205. doi: 10.1016/j.jsams.2018.07.020. Epub 2018 Jul 31.","J Sci Med Sport.  2019","PubMed","citation","PMID:30098974","pubmed","30098974","create date:2018/08/14 | first author:Sandercock GRH",
