Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;;;
"GPs think that lack of mental health services is putting young people at risk.,""/pubmed/30598456"",""Rimmer A."",""BMJ. 2018 Dec 31";"363:k5436. doi: 10.1136/bmj.k5436. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30598456"",""pubmed"",""30598456"",""create date:2019/01/02 | first author:Rimmer A"",";;;
"Five minutes with . . . Richard Corbridge.,""/pubmed/30598429"",""Mayor S."",""BMJ. 2018 Dec 31";"363:k5431. doi: 10.1136/bmj.k5431. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30598429"",""pubmed"",""30598429"",""create date:2019/01/02 | first author:Mayor S"",";;;
"Maternity services to get more expert staff to improve safety.,""/pubmed/30598428"",""Kmietowicz Z."",""BMJ. 2018 Dec 31";"363:k5435. doi: 10.1136/bmj.k5435. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30598428"",""pubmed"",""30598428"",""create date:2019/01/02 | first author:Kmietowicz Z"",";;;
"Public Health England insists e-cigarettes are 95% safer than smoking.,""/pubmed/30593523"",""Kmietowicz Z."",""BMJ. 2018 Dec 28";"363:k5429. doi: 10.1136/bmj.k5429. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30593523"",""pubmed"",""30593523"",""create date:2018/12/30 | first author:Kmietowicz Z"",";;;
"Immigration white paper: what will it mean for the NHS?,""/pubmed/30593522"",""Iacobucci G."",""BMJ. 2018 Dec 28";"363:k5422. doi: 10.1136/bmj.k5422. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30593522"",""pubmed"",""30593522"",""create date:2018/12/30 | first author:Iacobucci G"",";;;
"Johnson & Johnson knew for decades talcum powder contained asbestos, reports allege.,""/pubmed/30593486"",""Dyer O."",""BMJ. 2018 Dec 28";"363:k5430. doi: 10.1136/bmj.k5430. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30593486"",""pubmed"",""30593486"",""create date:2018/12/30 | first author:Dyer O"",";;;
"Seven days in medicine: 19-25 December 2018.,""/pubmed/30593462"",""[No authors listed]"",""BMJ. 2018 Dec 28";"363:k5398. doi: 10.1136/bmj.k5398. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30593462"",""pubmed"",""30593462"",""create date:2018/12/30"",";;;
"What's holding up the big data revolution in healthcare?,""/pubmed/30593447"",""Dhindsa K, Bhandari M, Sonnadara RR."",""BMJ. 2018 Dec 28";"363:k5357. doi: 10.1136/bmj.k5357. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30593447"",""pubmed"",""30593447"",""create date:2018/12/30 | first author:Dhindsa K"",";;;
"Best supportive care in advanced lung cancer-more than a label?,""/pubmed/30591556"",""Bowden J, Fenning S, Marron B, Macpherson C, Boyce S, Wardrope V, Campbell K, Johnston L."",""BMJ. 2018 Dec 27";"363:k5017. doi: 10.1136/bmj.k5017. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591556"",""pubmed"",""30591556"",""create date:2018/12/29 | first author:Bowden J"",";;;
"Coroners warn health secretary of clozapine deaths.,""/pubmed/30591547"",""Dyer C."",""BMJ. 2018 Dec 27";"363:k5421. doi: 10.1136/bmj.k5421. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591547"",""pubmed"",""30591547"",""create date:2018/12/29 | first author:Dyer C"",";;;
"Cannabis based drugs: finding the balance between benefit and harm.,""/pubmed/30591432"",""Kingswood JC."",""BMJ. 2018 Dec 27";"363:k5213. doi: 10.1136/bmj.k5213. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591432"",""pubmed"",""30591432"",""create date:2018/12/29 | first author:Kingswood JC"",";;;
"Coronary intervention for stable angina.,""/pubmed/30591431"",""Timmis A, Wragg A."",""BMJ. 2018 Dec 27";"363:k5351. doi: 10.1136/bmj.k5351. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591431"",""pubmed"",""30591431"",""create date:2018/12/29 | first author:Timmis A"",";;;
"Brief history of burnout.,""/pubmed/30591429"",""Samra R."",""BMJ. 2018 Dec 27";"363:k5268. doi: 10.1136/bmj.k5268. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591429"",""pubmed"",""30591429"",""create date:2018/12/29 | first author:Samra R"",";;;
"Patient safety lessons from the world's experts.,""/pubmed/30591427"",""Wise J."",""BMJ. 2018 Dec 27";"363:k5211. doi: 10.1136/bmj.k5211. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30591427"",""pubmed"",""30591427"",""create date:2018/12/29 | first author:Wise J"",";;;
"I become too emotionally involved"": outgoing GMC chair on Bawa-Garba.,""/pubmed/30578349"",""Rimmer A."",""BMJ. 2018 Dec 21";"363:k5402. doi: 10.1136/bmj.k5402. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578349"",""pubmed"",""30578349"",""create date:2018/12/24 | first author:Rimmer A"",";;;
"Tax foods high in sugar and salt to improve nation's health, CMO urges.,""/pubmed/30578293"",""Iacobucci G."",""BMJ. 2018 Dec 21";"363:k5411. doi: 10.1136/bmj.k5411. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578293"",""pubmed"",""30578293"",""create date:2018/12/24 | first author:Iacobucci G"",";;;
"More non-EU doctors are taking exams to work in UK, data show.,""/pubmed/30578292"",""Rimmer A."",""BMJ. 2018 Dec 21";"363:k5409. doi: 10.1136/bmj.k5409. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578292"",""pubmed"",""30578292"",""create date:2018/12/24 | first author:Rimmer A"",";;;
"Women who become infertile through hospital negligence can seek surrogacy abroad, court rules.,""/pubmed/30578280"",""Dyer C."",""BMJ. 2018 Dec 21";"363:k5397. doi: 10.1136/bmj.k5397. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578280"",""pubmed"",""30578280"",""create date:2018/12/24 | first author:Dyer C"",";;;
"Royal colleges call for end to charges for overseas patients.,""/pubmed/30578279"",""Rimmer A."",""BMJ. 2018 Dec 21";"363:k5413. doi: 10.1136/bmj.k5413. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578279"",""pubmed"",""30578279"",""create date:2018/12/24 | first author:Rimmer A"",";;;
"GMC and Bawa-Garba agree six months' more suspension owing to personal circumstances.,""/pubmed/30578277"",""Dyer C."",""BMJ. 2018 Dec 21";"363:k5414. doi: 10.1136/bmj.k5414. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578277"",""pubmed"",""30578277"",""create date:2018/12/24 | first author:Dyer C"",";;;
"Art for better health and wellbeing.,""/pubmed/30578272"",""Bloem BR, Pfeijffer IL, Krack P."",""BMJ. 2018 Dec 21";"363:k5353. doi: 10.1136/bmj.k5353. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578272"",""pubmed"",""30578272"",""create date:2018/12/24 | first author:Bloem BR"",";;;
"Physicians take legal action to challenge US board's ""monopoly"" on certification.,""/pubmed/30578247"",""Dyer O."",""BMJ. 2018 Dec 21";"363:k5410. doi: 10.1136/bmj.k5410. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578247"",""pubmed"",""30578247"",""create date:2018/12/24 | first author:Dyer O"",";;;
"Periocular rash.,""/pubmed/30578243"",""George C, Walsh S."",""BMJ. 2018 Dec 21";"363:k5098. doi: 10.1136/bmj.k5098. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30578243"",""pubmed"",""30578243"",""create date:2018/12/24 | first author:George C"",";;;
"Breast implants linked to rare cancer are removed from European market.,""/pubmed/30573474"",""Cohen D."",""BMJ. 2018 Dec 20";"363:k5401. doi: 10.1136/bmj.k5401. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30573474"",""pubmed"",""30573474"",""create date:2018/12/24 | first author:Cohen D"",";;;
"BMA repeats its call for second Brexit referendum.,""/pubmed/30567723"",""Rimmer A."",""BMJ. 2018 Dec 19";"363:k5361. doi: 10.1136/bmj.k5361. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567723"",""pubmed"",""30567723"",""create date:2018/12/21 | first author:Rimmer A"",";;;
"NHS trusts struggle to produce Brexit plans amid continuing uncertainty.,""/pubmed/30567716"",""Iacobucci G."",""BMJ. 2018 Dec 19";"363:k5346. doi: 10.1136/bmj.k5346. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567716"",""pubmed"",""30567716"",""create date:2018/12/21 | first author:Iacobucci G"",";;;
"Care and the caravan: the unmet needs of migrants heading for the US.,""/pubmed/30567714"",""Albaladejo A."",""BMJ. 2018 Dec 19";"363:k5315. doi: 10.1136/bmj.k5315. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567714"",""pubmed"",""30567714"",""create date:2018/12/21 | first author:Albaladejo A"",";;;
"NHS in England balances books, but local deficits mean worse care in some areas, says report.,""/pubmed/30567706"",""Hawkes N."",""BMJ. 2018 Dec 19";"363:k5356. doi: 10.1136/bmj.k5356. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567706"",""pubmed"",""30567706"",""create date:2018/12/21 | first author:Hawkes N"",";;;
"Embracing artificial intelligence is the only way to avoid obsolescence.,""/pubmed/30567704"",""McGovern PD."",""BMJ. 2018 Dec 19";"363:k5208. doi: 10.1136/bmj.k5208. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567704"",""pubmed"",""30567704"",""create date:2018/12/21 | first author:McGovern PD"",";;;
"Outbreaks of acute flaccid myelitis in the US.,""/pubmed/30567703"",""Stelzer-Braid S, Rawlinson W."",""BMJ. 2018 Dec 19";"363:k5246. doi: 10.1136/bmj.k5246. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567703"",""pubmed"",""30567703"",""create date:2018/12/21 | first author:Stelzer-Braid S"",";;;
