Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Geometric and ""True"" Densitometric Characteristics of Bones in Athletes with Stress Fracture and Menstrual Disturbances: A Systematic Review.","/pubmed/31041601","Mallinson RJ, Southmayd EA, De Souza MJ.","Sports Med. 2019 Apr 30. doi: 10.1007/s40279-019-01109-6. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31041601","pubmed","31041601","create date:2019/05/02 | first author:Mallinson RJ",
"Repair of Rotator Cuff Tears in the Elderly: Does It Make Sense? A Systematic Review.","/pubmed/31038992","Altintas B, Anderson NL, Pitta R, Buckley PS, Bhatia S, Provencher MT, Millett PJ.","Am J Sports Med. 2019 Apr 30:363546519834574. doi: 10.1177/0363546519834574. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038992","pubmed","31038992","create date:2019/05/01 | first author:Altintas B",
"A Practical Guide for the Current Use of Biologic Therapies in Sports Medicine.","/pubmed/31038990","Lamplot JD, Rodeo SA, Brophy RH.","Am J Sports Med. 2019 Apr 30:363546519836090. doi: 10.1177/0363546519836090. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038990","pubmed","31038990","create date:2019/05/01 | first author:Lamplot JD",
"Return to Sport After Surgical Treatment for Anterior Shoulder Instability: A Systematic Review.","/pubmed/31038983","Hurley ET, Montgomery C, Jamal MS, Shimozono Y, Ali Z, Pauzenberger L, Mullett H.","Am J Sports Med. 2019 Apr 30:363546519831005. doi: 10.1177/0363546519831005. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038983","pubmed","31038983","create date:2019/05/01 | first author:Hurley ET",
"Cost-efficacy of Knee Cartilage Defect Treatments in the United States.","/pubmed/31038980","Everhart JS, Campbell AB, Abouljoud MM, Kirven JC, Flanigan DC.","Am J Sports Med. 2019 Apr 30:363546519834557. doi: 10.1177/0363546519834557. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038980","pubmed","31038980","create date:2019/05/01 | first author:Everhart JS",
"Platelet-Rich Plasma for Patellar Tendinopathy: A Randomized Controlled Trial of Leukocyte-Rich PRP or Leukocyte-Poor PRP Versus Saline.","/pubmed/31038979","Scott A, LaPrade RF, Harmon KG, Filardo G, Kon E, Della Villa S, Bahr R, Moksnes H, Torgalsen T, Lee J, Dragoo JL, Engebretsen L.","Am J Sports Med. 2019 Apr 30:363546519837954. doi: 10.1177/0363546519837954. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038979","pubmed","31038979","create date:2019/05/01 | first author:Scott A",
"Isolated ingestion of caffeine and sodium bicarbonate on repeated sprint performance: A systematic review and meta-analysis.","/pubmed/31036532","Lopes-Silva JP, Choo HC, Franchini E, Abbiss CR.","J Sci Med Sport. 2019 Mar 20. pii: S1440-2440(18)31057-0. doi: 10.1016/j.jsams.2019.03.007. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31036532","pubmed","31036532","create date:2019/05/01 | first author:Lopes-Silva JP",
"The effectiveness of lunchbox interventions on improving the foods and beverages packed and consumed by children at centre-based care or school: a systematic review and meta-analysis.","/pubmed/31036038","Nathan N, Janssen L, Sutherland R, Hodder RK, Evans CEL, Booth D, Yoong SL, Reilly K, Finch M, Wolfenden L.","Int J Behav Nutr Phys Act. 2019 Apr 29;16(1):38. doi: 10.1186/s12966-019-0798-1. Review.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31036038","pubmed","31036038","create date:2019/05/01 | first author:Nathan N",
"Which exercise prescriptions optimize VO(2max) during cancer treatment? - A systematic review and meta-analysis.","/pubmed/31034665","Bjørke ACH, Sweegers MG, Buffart LM, Raastad T, Nygren P, Berntsen S.","Scand J Med Sci Sports. 2019 Apr 29. doi: 10.1111/sms.13442. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31034665","pubmed","31034665","create date:2019/04/30 | first author:Bjørke ACH",
"Characterization of Growth Factors, Cytokines, and Chemokines in Bone Marrow Concentrate and Platelet-Rich Plasma: A Prospective Analysis.","/pubmed/31034242","Ziegler CG, Van Sloun R, Gonzalez S, Whitney KE, DePhillipo NN, Kennedy MI, Dornan GJ, Evans TA, Huard J, LaPrade RF.","Am J Sports Med. 2019 Apr 29:363546519832003. doi: 10.1177/0363546519832003. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31034242","pubmed","31034242","create date:2019/04/30 | first author:Ziegler CG",
"Interactive Virtual Reality Reduces Quadriceps Pain during High-Intensity Cycling.","/pubmed/31033903","Wender CLA, Ahn SJ, O'Connor PJ.","Med Sci Sports Exerc. 2019 Apr 25. doi: 10.1249/MSS.0000000000002016. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31033903","pubmed","31033903","create date:2019/04/30 | first author:Wender CLA",
"Effect of a Ketogenic Diet on Submaximal Exercise Capacity and Efficiency in Runners.","/pubmed/31033901","Shaw DM, Merien F, Braakhuis A, Maunder E, Dulson DK.","Med Sci Sports Exerc. 2019 Apr 25. doi: 10.1249/MSS.0000000000002008. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31033901","pubmed","31033901","create date:2019/04/30 | first author:Shaw DM",
"Osteoarthritis Biomarker Responses and Cartilage Adaptation to Exercise: A Review of Animal and Human Models.","/pubmed/31033061","Mazor M, Best TM, Cesaro A, Lespessailles E, Toumi H.","Scand J Med Sci Sports. 2019 Apr 29. doi: 10.1111/sms.13435. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31033061","pubmed","31033061","create date:2019/04/30 | first author:Mazor M",
"Late swing or early stance? A narrative review of hamstring injury mechanisms during high-speed running.","/pubmed/31033024","Kenneally-Dabrowski CJB, Brown NAT, Lai AKM, Perriman D, Spratford W, Serpell BG.","Scand J Med Sci Sports. 2019 Apr 29. doi: 10.1111/sms.13437. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31033024","pubmed","31033024","create date:2019/04/30 | first author:Kenneally-Dabrowski CJB",
"Pulmonary and Respiratory Muscle Function in Response to Marathon and Ultra-Marathon Running: A Review.","/pubmed/31030408","Tiller NB.","Sports Med. 2019 Apr 27. doi: 10.1007/s40279-019-01105-w. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31030408","pubmed","31030408","create date:2019/04/29 | first author:Tiller NB",
"Systematic review and meta-analysis of maintenance of physical activity behaviour change in cancer survivors.","/pubmed/31029140","Grimmett C, Corbett T, Brunet J, Shepherd J, Pinto BM, May CR, Foster C.","Int J Behav Nutr Phys Act. 2019 Apr 27;16(1):37. doi: 10.1186/s12966-019-0787-4. Review.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31029140","pubmed","31029140","create date:2019/04/29 | first author:Grimmett C",
"Biomechanical Risk Factors Associated with Running-Related Injuries: A Systematic Review.","/pubmed/31028658","Ceyssens L, Vanelderen R, Barton C, Malliaras P, Dingenen B.","Sports Med. 2019 Apr 26. doi: 10.1007/s40279-019-01110-z. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31028658","pubmed","31028658","create date:2019/04/28 | first author:Ceyssens L",
"High intensity interval training in chronic kidney disease: a randomised pilot study.","/pubmed/31025412","Beetham KS, Howden EJ, Fassett RG, Petersen A, Trewin AJ, Isbel NM, Coombes JS.","Scand J Med Sci Sports. 2019 Apr 26. doi: 10.1111/sms.13436. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31025412","pubmed","31025412","create date:2019/04/27 | first author:Beetham KS",
"Non-accidental harms ('abuse') in athletes with impairment ('para athletes'): a state-of-the-art review.","/pubmed/31023860","Tuakli-Wosornu YA, Sun Q, Gentry M, Ona Ayala KE, Doolan FC, Ottesen TD, Caldwell B, Naushad N, Huang P, Kirby S.","Br J Sports Med. 2019 Apr 25. pii: bjsports-2018-099854. doi: 10.1136/bjsports-2018-099854. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31023860","pubmed","31023860","create date:2019/04/27 | first author:Tuakli-Wosornu YA",
"Post-traumatic stress disorder (PTSD) and other trauma-related mental disorders in elite athletes: a narrative review.","/pubmed/31023859","Aron CM, Harvey S, Hainline B, Hitchcock ME, Reardon CL.","Br J Sports Med. 2019 Apr 25. pii: bjsports-2019-100695. doi: 10.1136/bjsports-2019-100695. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31023859","pubmed","31023859","create date:2019/04/27 | first author:Aron CM",
