Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Are ACL Reconstructed Athletes More Vulnerable to Fatigue than Uninjured Athletes?","/pubmed/31479009","Smeets A, Vanrenterghem J, Staes F, Vandenneucker H, Claes S, Verschueren S.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002143. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479009","pubmed","31479009","create date:2019/09/04 | first author:Smeets A",
"A Randomized Community-based Exercise Training Trial in African American Men: ARTIIS.","/pubmed/31479007","Newton RL Jr, Johnson WD, Larrivee S, Hendrick C, Harris M, Johannsen NM, Swift DL, Hsia DS, Church TS.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002149. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479007","pubmed","31479007","create date:2019/09/04 | first author:Newton RL Jr",
"Individual Response to Standardized Exercise: Total and Abdominal Adipose Tissue.","/pubmed/31479006","Brennan AM, Day AG, Cowan TE, Clarke GJ, Lamarche B, Ross R.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002140. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479006","pubmed","31479006","create date:2019/09/04 | first author:Brennan AM",
"Skeletal Effects of Nine Months of Physical Activity in Obese and Healthy-weight Children.","/pubmed/31479005","Kondiboyina V, Raine LB, Kramer AF, Khan NA, Hillman CH, Shefelbine SJ.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002148. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479005","pubmed","31479005","create date:2019/09/04 | first author:Kondiboyina V",
"The Impact of Exercise Timing on Glycemic Control: A Randomized Clinical Trial.","/pubmed/31479004","Teo SYM, Kanaley JA, Guelfi KJ, Marston KJ, Fairchild TJ.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002139. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479004","pubmed","31479004","create date:2019/09/04 | first author:Teo SYM",
"Inhaled Prostacyclin on Exercise Echocardiographic Cardiac Function in Preserved Ejection Fraction Heart Failure.","/pubmed/31479003","Huang CY, Lee JK, Chen ZW, Cheng JF, Chen SY, Lin LY, Wu CK.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002145. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479003","pubmed","31479003","create date:2019/09/04 | first author:Huang CY",
"A Critical Evaluation of Current Methods for Exercise Prescription in Women and Men.","/pubmed/31479001","Iannetta D, Inglis EC, Mattu AT, Fontana FY, Pogliaghi S, Keir DA, Murias JM.","Med Sci Sports Exerc. 2019 Aug 30. doi: 10.1249/MSS.0000000000002147. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31479001","pubmed","31479001","create date:2019/09/04 | first author:Iannetta D",
"Quantifying cycling as a foundational movement skill in early childhood.","/pubmed/31477376","Kavanagh JA, Issartel J, Moran K.","J Sci Med Sport. 2019 Aug 28. pii: S1440-2440(18)31158-7. doi: 10.1016/j.jsams.2019.08.020. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31477376","pubmed","31477376","create date:2019/09/04 | first author:Kavanagh JA",
"Do the landing mechanics of experienced netball players differ from those of trained athletes competing in sports that do not require frequent landings?","/pubmed/31471120","Collings TJ, Gorman AD, Stuelcken MC, Mellifont DB, Sayers MGL.","J Sci Med Sport. 2019 Aug 21. pii: S1440-2440(19)30546-8. doi: 10.1016/j.jsams.2019.08.017. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31471120","pubmed","31471120","create date:2019/09/01 | first author:Collings TJ",
"Key performance indicators in Australian sub-elite rugby union.","/pubmed/31471119","Mosey TJ, Mitchell LJG.","J Sci Med Sport. 2019 Aug 22. pii: S1440-2440(19)30404-9. doi: 10.1016/j.jsams.2019.08.014. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31471119","pubmed","31471119","create date:2019/09/01 | first author:Mosey TJ",
"Effects of Sleep Deprivation on the Acute Skeletal Muscle Recovery after Exercise.","/pubmed/31469710","Dáttilo M, Antunes HKM, Nunes-Galbes NM, Mônico-Neto M, Souza HS, Quaresma MVLDS, Lee KS, Ugrinowitsch C, Tufik S, de Mello MT.","Med Sci Sports Exerc. 2019 Aug 28. doi: 10.1249/MSS.0000000000002137. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31469710","pubmed","31469710","create date:2019/08/31 | first author:Dáttilo M",
"The Effects of Water-based Exercise Training in People with Type 2 Diabetes.","/pubmed/31469709","Scheer AS, Naylor LH, Gan SK, Charlesworth J, Benjanuvatra N, Green DJ, Maiorana AJ.","Med Sci Sports Exerc. 2019 Aug 28. doi: 10.1249/MSS.0000000000002133. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31469709","pubmed","31469709","create date:2019/08/31 | first author:Scheer AS",
"Outcomes More Than 2 Years After Meniscal Repair for Radial/Flap Tears of the Posterior Lateral Meniscus Combined With Anterior Cruciate Ligament Reconstruction.","/pubmed/31469576","Tsujii A, Yonetani Y, Kinugasa K, Matsuo T, Yoneda K, Ohori T, Hamada M.","Am J Sports Med. 2019 Aug 30:363546519869955. doi: 10.1177/0363546519869955. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31469576","pubmed","31469576","create date:2019/08/31 | first author:Tsujii A",
"Few training sessions between return to play and first match appearance are associated with an increased propensity for injury: a prospective cohort study of male professional football players during 16 consecutive seasons.","/pubmed/31466941","Bengtsson H, Ekstrand J, Waldén M, Hägglund M.","Br J Sports Med. 2019 Aug 29. pii: bjsports-2019-100655. doi: 10.1136/bjsports-2019-100655. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31466941","pubmed","31466941","create date:2019/08/31 | first author:Bengtsson H",
"Identification of novel diagnostic and prognostic biomarkers for abdominal aortic aneurysm.","/pubmed/31466471","Memon AA, Zarrouk M, Ågren-Witteschus S, Sundquist J, Gottsäter A, Sundquist K.","Eur J Prev Cardiol. 2019 Aug 29:2047487319873062. doi: 10.1177/2047487319873062. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31466471","pubmed","31466471","create date:2019/08/31 | first author:Memon AA",
"The Ideal Location of the Lateral Hinge in Medial Closing Wedge Osteotomy of the Distal Femur: Analysis of Soft Tissue Coverage and Bone Density.","/pubmed/31465238","Kim TW, Lee MC, Cho JH, Kim JS, Lee YS.","Am J Sports Med. 2019 Aug 29:363546519869325. doi: 10.1177/0363546519869325. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31465238","pubmed","31465238","create date:2019/08/30 | first author:Kim TW",
"Plate size and food consumption: a pre-registered experimental study in a general population sample.","/pubmed/31462252","Kosīte D, König LM, De-Loyde K, Lee I, Pechey E, Clarke N, Maynard O, Morris RW, Munafò MR, Marteau TM, Fletcher PC, Hollands GJ.","Int J Behav Nutr Phys Act. 2019 Aug 28;16(1):75. doi: 10.1186/s12966-019-0826-1.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31462252","pubmed","31462252","create date:2019/08/30 | first author:Kosīte D",
"Effects of Conditioned Medium From Osteoarthritic Cartilage Fragments on Donor-Matched Infrapatellar Fat Pad-Derived Mesenchymal Stromal Cells.","/pubmed/31461339","Fu Z, Song X, Guo L, Yang L, Chen C.","Am J Sports Med. 2019 Aug 28:363546519869241. doi: 10.1177/0363546519869241. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31461339","pubmed","31461339","create date:2019/08/29 | first author:Fu Z",
"Professional Athletes Are at Higher Risk of Septic Arthritis After Anterior Cruciate Ligament Reconstruction: An Analysis of 4421 Consecutive Patients Including 265 Elite Athletes From the SANTI Study Group.","/pubmed/31461315","Sonnery-Cottet B, Saithna A, Abreu FG, Franck F, de Abreu GV, Vieira TD, Daggett M, Pioger C.","Am J Sports Med. 2019 Aug 28:363546519869326. doi: 10.1177/0363546519869326. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31461315","pubmed","31461315","create date:2019/08/29 | first author:Sonnery-Cottet B",
"The Effectiveness of a Hinged Elbow Orthosis in Medial Collateral Ligament Injuries: An In Vitro Biomechanical Study.","/pubmed/31461303","Manocha RHK, Johnson JA, King GJW.","Am J Sports Med. 2019 Aug 28:363546519870517. doi: 10.1177/0363546519870517. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31461303","pubmed","31461303","create date:2019/08/29 | first author:Manocha RHK",
"Smaller dishware to reduce energy intake: fact or fiction?","/pubmed/31455333","Olstad DL, Collins C.","Int J Behav Nutr Phys Act. 2019 Aug 28;16(1):73. doi: 10.1186/s12966-019-0831-4.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31455333 | PMCID:PMC6712639","pubmed","31455333","create date:2019/08/29 | first author:Olstad DL",
"Posteromedial Ligament Repair of the Knee With Suture Tape Augmentation: A Biomechanical Study.","/pubmed/31454261","Mehl JT, Kia C, Murphy M, Obopilwe E, Cote M, Imhoff FB, Imhoff AB, Arciero RA, Beitzel K, Otto A.","Am J Sports Med. 2019 Aug 27:363546519868961. doi: 10.1177/0363546519868961. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31454261","pubmed","31454261","create date:2019/08/28 | first author:Mehl JT",
"Bone-Plug Versus Soft Tissue Fixation of Medial Meniscal Allograft Transplants: A Biomechanical Study.","/pubmed/31454255","Ambra LF, Mestriner AB, Ackermann J, Phan AT, Farr J, Gomoll AH.","Am J Sports Med. 2019 Aug 27:363546519870179. doi: 10.1177/0363546519870179. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31454255","pubmed","31454255","create date:2019/08/28 | first author:Ambra LF",
