Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The influence of bowling velocity on movement variability in experienced older aged lawn bowlers.","/pubmed/31056280","Sayers MGL.","J Sci Med Sport. 2019 Apr 15. pii: S1440-2440(18)31049-1. doi: 10.1016/j.jsams.2019.04.005. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31056280","pubmed","31056280","create date:2019/05/06 | first author:Sayers MGL",
"Four men in a boat: Ultra-endurance exercise alters the gut microbiome.","/pubmed/31053425","Keohane DM, Woods T, O'Connor P, Underwood S, Cronin O, Whiston R, O'Sullivan O, Cotter P, Shanahan F, Molloy MGM.","J Sci Med Sport. 2019 Apr 18. pii: S1440-2440(18)31293-3. doi: 10.1016/j.jsams.2019.04.004. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31053425","pubmed","31053425","create date:2019/05/06 | first author:Keohane DM",
"Fibroblast Growth Factor 2 Enhances Tendon-to-Bone Healing in a Rat Rotator Cuff Repair of Chronic Tears.","/pubmed/31038985","Yonemitsu R, Tokunaga T, Shukunami C, Ideo K, Arimura H, Karasugi T, Nakamura E, Ide J, Hiraki Y, Mizuta H.","Am J Sports Med. 2019 Apr 30:363546519836959. doi: 10.1177/0363546519836959. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038985","pubmed","31038985","create date:2019/05/01 | first author:Yonemitsu R",
"Cost-efficacy of Knee Cartilage Defect Treatments in the United States.","/pubmed/31038980","Everhart JS, Campbell AB, Abouljoud MM, Kirven JC, Flanigan DC.","Am J Sports Med. 2019 Apr 30:363546519834557. doi: 10.1177/0363546519834557. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038980","pubmed","31038980","create date:2019/05/01 | first author:Everhart JS",
"Platelet-Rich Plasma for Patellar Tendinopathy: A Randomized Controlled Trial of Leukocyte-Rich PRP or Leukocyte-Poor PRP Versus Saline.","/pubmed/31038979","Scott A, LaPrade RF, Harmon KG, Filardo G, Kon E, Della Villa S, Bahr R, Moksnes H, Torgalsen T, Lee J, Dragoo JL, Engebretsen L.","Am J Sports Med. 2019 Apr 30:363546519837954. doi: 10.1177/0363546519837954. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31038979","pubmed","31038979","create date:2019/05/01 | first author:Scott A",
"Distinct effects of acute exercise and breaks in sitting on working memory and executive function in older adults: a three-arm, randomised cross-over trial to evaluate the effects of exercise with and without breaks in sitting on cognition.","/pubmed/31036563","Wheeler MJ, Green DJ, Ellis KA, Cerin E, Heinonen I, Naylor LH, Larsen R, Wennberg P, Boraxbekk CJ, Lewis J, Eikelis N, Lautenschlager NT, Kingwell BA, Lambert G, Owen N, Dunstan DW.","Br J Sports Med. 2019 Apr 29. pii: bjsports-2018-100168. doi: 10.1136/bjsports-2018-100168. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31036563","pubmed","31036563","create date:2019/05/01 | first author:Wheeler MJ",
"Dose-response effects of exercise on bone mineral density and content in postmenopausal women.","/pubmed/31034640","Gonzalo-Encabo P, McNeil J, Boyne DJ, Courneya KS, Friedenreich CM.","Scand J Med Sci Sports. 2019 Apr 29. doi: 10.1111/sms.13443. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31034640","pubmed","31034640","create date:2019/04/30 | first author:Gonzalo-Encabo P",
"Patellar and hamstring autografts are associated with different jump task loading asymmetries after ACL reconstruction.","/pubmed/31034636","Miles JJ, King E, Falvey ÉC, Daniels KAJ.","Scand J Med Sci Sports. 2019 Apr 29. doi: 10.1111/sms.13441. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31034636","pubmed","31034636","create date:2019/04/30 | first author:Miles JJ",
"Knee Pathology in Young Adults After Pediatric Anterior Cruciate Ligament Injury: A Prospective Case Series of 47 Patients With a Mean 9.5-Year Follow-up.","/pubmed/31034243","Ekås GR, Laane MM, Larmo A, Moksnes H, Grindem H, Risberg MA, Engebretsen L.","Am J Sports Med. 2019 Apr 29:363546519837935. doi: 10.1177/0363546519837935. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31034243","pubmed","31034243","create date:2019/04/30 | first author:Ekås GR",
"Characterization of Growth Factors, Cytokines, and Chemokines in Bone Marrow Concentrate and Platelet-Rich Plasma: A Prospective Analysis.","/pubmed/31034242","Ziegler CG, Van Sloun R, Gonzalez S, Whitney KE, DePhillipo NN, Kennedy MI, Dornan GJ, Evans TA, Huard J, LaPrade RF.","Am J Sports Med. 2019 Apr 29:363546519832003. doi: 10.1177/0363546519832003. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31034242","pubmed","31034242","create date:2019/04/30 | first author:Ziegler CG",
