Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Reducing sugary drink intake through youth empowerment: results from a pilot-site randomized study.","/pubmed/31362753","Wang ML, Otis M, Rosal MC, Griecci CF, Lemon SC.","Int J Behav Nutr Phys Act. 2019 Jul 30;16(1):58. doi: 10.1186/s12966-019-0819-0.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31362753","pubmed","31362753","create date:2019/08/01 | first author:Wang ML",
"Effects of Lifestyle Physical Activity on Vascular Function in Asymptomatic Peripheral Arterial Disease.","/pubmed/31361714","Laslovich S, Alvar BA, Allison M, Rauh MJ.","Med Sci Sports Exerc. 2019 Jul 29. doi: 10.1249/MSS.0000000000002109. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31361714","pubmed","31361714","create date:2019/07/31 | first author:Laslovich S",
"Factors Associated with Persistently High Muscular Power from Childhood to Adulthood.","/pubmed/31361713","Fraser BJ, Blizzard L, Cleland V, Schmidt MD, Smith KJ, Gall SL, Dwyer T, Venn AJ, Magnussen CG.","Med Sci Sports Exerc. 2019 Jul 29. doi: 10.1249/MSS.0000000000002108. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31361713","pubmed","31361713","create date:2019/07/31 | first author:Fraser BJ",
"A Dual-Accelerometer System for Detecting Human Movement in a Free-living Environment.","/pubmed/31361712","Narayanan A, Stewart T, Mackay L.","Med Sci Sports Exerc. 2019 Jul 29. doi: 10.1249/MSS.0000000000002107. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31361712","pubmed","31361712","create date:2019/07/31 | first author:Narayanan A",
"Input and Soft-Tissue Vibration Characteristics during Sport-Specific Tasks.","/pubmed/31361711","Trama R, Hautier C, Blache Y.","Med Sci Sports Exerc. 2019 Jul 29. doi: 10.1249/MSS.0000000000002106. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31361711","pubmed","31361711","create date:2019/07/31 | first author:Trama R",
"The association between muscular power from childhood to adulthood and adult measures of glucose homeostasis.","/pubmed/31359517","Fraser BJ, Blizzard L, Schmidt MD, Dwyer T, Venn AJ, Magnussen CG.","Scand J Med Sci Sports. 2019 Jul 29. doi: 10.1111/sms.13529. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31359517","pubmed","31359517","create date:2019/07/31 | first author:Fraser BJ",
"Bempedoic acid plus ezetimibe fixed-dose combination in patients with hypercholesterolemia and high CVD risk treated with maximally tolerated statin therapy.","/pubmed/31357887","Ballantyne CM, Laufs U, Ray KK, Leiter LA, Bays HE, Goldberg AC, Stroes ES, MacDougall D, Zhao X, Catapano AL.","Eur J Prev Cardiol. 2019 Jul 29:2047487319864671. doi: 10.1177/2047487319864671. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31357887","pubmed","31357887","create date:2019/07/31 | first author:Ballantyne CM",
"Fetal and infant growth patterns and left and right ventricular measures in childhood assessed by cardiac MRI.","/pubmed/31357885","Toemen L, Gaillard R, Roest AA, van der Geest RJ, Steegers EA, van der Lugt A, Helbing WA, Jaddoe VW.","Eur J Prev Cardiol. 2019 Jul 29:2047487319866022. doi: 10.1177/2047487319866022. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31357885","pubmed","31357885","create date:2019/07/31 | first author:Toemen L",
"Resistance training reduces depressive symptoms in elderly people with parkinson disease: A controlled randomized study.","/pubmed/31357229","de Lima TA, Ferreira RM, da Costa Alves WMG, Alves TGG, Pimentel CP, Sousa EC, Abrahin O, Cortinhas-Alves EA.","Scand J Med Sci Sports. 2019 Jul 29. doi: 10.1111/sms.13528. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31357229","pubmed","31357229","create date:2019/07/30 | first author:de Lima TA",
"Use of Compositional Data Analysis to Show Estimated Changes in Cardiometabolic Health by Reallocating Time to Light-Intensity Physical Activity in Older Adults.","/pubmed/31350674","Powell C, Browne LD, Carson BP, Dowd KP, Perry IJ, Kearney PM, Harrington JM, Donnelly AE.","Sports Med. 2019 Jul 26. doi: 10.1007/s40279-019-01153-2. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31350674","pubmed","31350674","create date:2019/07/28 | first author:Powell C",
